emp_no,first_name,last_name,to_date,hire_date,from_date,title,present_date,days_of_service
427816,Mary,Speek,9999-01-01,1996-06-03,1998-04-28,Assistant Engineer,2021-06-09,9137
427823,Jaques,Gecsei,9999-01-01,1999-06-08,1999-07-13,Staff,2021-06-09,8037
427825,DAIDA,Llado,9999-01-01,1999-12-23,1999-12-23,Engineer,2021-06-09,7839
427865,Ishfaq,Cyne,9999-01-01,1996-11-06,1998-12-23,Engineer,2021-06-09,8981
427875,Ziva,Lorin,9999-01-01,1996-01-05,1999-04-17,Staff,2021-06-09,9287
427880,Aluzio,Crabtree,9999-01-01,1997-06-24,1999-03-24,Engineer,2021-06-09,8751
427897,Kristina,Angot,9999-01-01,1996-07-21,1997-06-26,Engineer,2021-06-09,9089
427933,Gladys,Engelmann,9999-01-01,1997-08-29,1998-12-28,Staff,2021-06-09,8685
427969,Ashish,Siksek,9999-01-01,1998-03-17,1999-09-12,Senior Engineer,2021-06-09,8485
427977,Marit,Openshaw,9999-01-01,1996-11-12,1997-02-20,Senior Staff,2021-06-09,8975
427984,Gill,Androutsos,9999-01-01,1998-10-07,2000-09-07,Senior Engineer,2021-06-09,8281
427996,Vincent,Setia,9999-01-01,1997-12-27,1999-11-10,Engineer,2021-06-09,8565
428007,Martijn,Borovoy,9999-01-01,1997-09-19,1999-09-16,Engineer,2021-06-09,8664
428029,Toshiko,Narlikar,9999-01-01,1998-07-20,1998-07-20,Staff,2021-06-09,8360
428051,Constantine,Granlund,9999-01-01,1996-07-17,1998-03-08,Engineer,2021-06-09,9093
428057,Zvonko,Birch,9999-01-01,1996-01-18,1996-01-18,Staff,2021-06-09,9274
428067,Arch,Lakshmanan,9999-01-01,1996-11-01,1998-11-25,Engineer,2021-06-09,8986
428084,Yuping,Leijenhorst,9999-01-01,1998-09-07,2001-06-30,Staff,2021-06-09,8311
428088,Yurij,Kranzdorf,9999-01-01,1998-03-09,1999-04-24,Engineer,2021-06-09,8493
428114,Koldo,Cusworth,9999-01-01,1996-09-06,2000-04-29,Senior Staff,2021-06-09,9042
428123,Hironoby,Hofstetter,9999-01-01,1996-03-07,1996-03-07,Staff,2021-06-09,9225
428127,Sorina,Flexer,9999-01-01,1996-10-16,1996-10-16,Staff,2021-06-09,9002
428184,Yongqiao,Munoz,9999-01-01,1998-01-31,1998-01-31,Senior Engineer,2021-06-09,8530
428204,Sanjai,Delgrande,9999-01-01,1997-04-01,1997-04-01,Senior Engineer,2021-06-09,8835
428209,Demos,Kroll,9999-01-01,1997-03-12,1997-03-12,Engineer,2021-06-09,8855
428212,Frederique,Schneeberger,9999-01-01,1997-03-16,1999-05-08,Engineer,2021-06-09,8851
428215,Mohan,Munawer,9999-01-01,1996-06-13,1999-02-25,Engineer,2021-06-09,9127
428223,Fumiko,McDermid,9999-01-01,1996-01-31,1997-11-29,Staff,2021-06-09,9261
428233,Xiaoqiu,Birke,9999-01-01,1996-07-16,1999-10-09,Staff,2021-06-09,9094
428250,Tesuya,Schapiro,9999-01-01,1997-01-07,1998-07-28,Staff,2021-06-09,8919
428259,Xinan,Varman,9999-01-01,1997-03-05,1998-01-04,Engineer,2021-06-09,8862
428296,Masaru,Larfeldt,9999-01-01,1997-08-15,1997-08-15,Staff,2021-06-09,8699
428297,Jiang,Brodal,9999-01-01,1997-06-21,1997-06-21,Senior Staff,2021-06-09,8754
428304,Tadahiro,Greenaway,9999-01-01,1996-04-09,1996-04-09,Staff,2021-06-09,9192
428377,Yucai,Gerlach,9999-01-01,2000-01-23,2000-01-23,Engineer,2021-06-09,7808
428393,Maria,Bonifati,9999-01-01,1996-02-11,1996-02-11,Assistant Engineer,2021-06-09,9250
428394,Jessie,Menyhert,9999-01-01,1997-11-02,1997-11-02,Senior Engineer,2021-06-09,8620
428403,Remzi,Ladret,9999-01-01,1996-04-19,1996-04-19,Engineer,2021-06-09,9182
428430,Basem,Hasham,9999-01-01,1996-09-07,1999-03-07,Staff,2021-06-09,9041
428446,Jiakeng,Homond,9999-01-01,1996-11-04,1998-02-04,Staff,2021-06-09,8983
428504,Jacopo,Montresor,9999-01-01,1996-10-22,1996-10-22,Senior Engineer,2021-06-09,8996
428539,Oddvar,Merey,9999-01-01,1998-08-08,1998-08-08,Senior Staff,2021-06-09,8341
428551,Lucien,Back,9999-01-01,1998-11-01,1998-11-01,Engineer,2021-06-09,8256
428583,Ymte,Eastman,9999-01-01,1996-11-25,1996-11-25,Senior Staff,2021-06-09,8962
428623,Arve,Schiper,9999-01-01,1996-12-30,2000-01-05,Engineer,2021-06-09,8927
428626,Francoise,Zongker,9999-01-01,1997-08-21,1997-08-21,Technique Leader,2021-06-09,8693
428645,Nadjib,Dechter,9999-01-01,1996-11-20,1998-11-11,Staff,2021-06-09,8967
428647,Susanne,Buchter,9999-01-01,1996-10-29,1999-05-11,Senior Staff,2021-06-09,8989
428648,Mong,Dalphin,9999-01-01,1997-10-03,1997-10-03,Engineer,2021-06-09,8650
428657,Leon,Braunschweig,9999-01-01,1996-02-27,1999-09-28,Engineer,2021-06-09,9234
428695,Luerbio,Harbusch,9999-01-01,1997-02-03,1999-03-06,Engineer,2021-06-09,8892
428711,Muzhong,Fetvedt,9999-01-01,1997-10-04,1997-10-04,Engineer,2021-06-09,8649
428728,Jaber,Gimarc,9999-01-01,1996-08-16,1996-10-17,Senior Staff,2021-06-09,9063
428733,Reinhold,Zultner,9999-01-01,1996-11-04,1996-11-04,Staff,2021-06-09,8983
428741,Satyanarayana,Cherinka,9999-01-01,1997-09-12,1997-09-12,Senior Staff,2021-06-09,8671
428752,Ute,Iacovou,9999-01-01,1997-04-19,1999-08-17,Staff,2021-06-09,8817
428756,Shunichi,Coors,9999-01-01,1998-02-01,1998-11-24,Engineer,2021-06-09,8529
428790,Junsik,Schach,9999-01-01,1999-07-28,1999-09-06,Senior Staff,2021-06-09,7987
428803,Poornachandra,Felcyn,9999-01-01,1996-02-10,1998-05-04,Engineer,2021-06-09,9251
428825,Vishu,Pollacia,9999-01-01,1996-06-15,2000-01-05,Staff,2021-06-09,9125
428841,Petter,Staelin,9999-01-01,1999-03-18,2000-01-29,Engineer,2021-06-09,8119
428900,Jouko,Rande,9999-01-01,1998-04-08,1998-04-08,Staff,2021-06-09,8463
428912,Marco,Strehl,9999-01-01,1996-05-06,1996-05-06,Senior Engineer,2021-06-09,9165
428944,Danil,Denos,9999-01-01,1998-05-06,2002-07-16,Staff,2021-06-09,8435
428962,Sanjiv,Leijenhorst,9999-01-01,1998-07-29,1999-10-29,Engineer,2021-06-09,8351
428976,Harjit,Busillo,9999-01-01,1996-12-24,1996-12-24,Senior Engineer,2021-06-09,8933
428986,Sangeeta,Thiria,9999-01-01,1998-04-07,1998-12-20,Staff,2021-06-09,8464
428996,Ayonca,Undy,9999-01-01,1998-12-08,1999-01-03,Engineer,2021-06-09,8219
429008,Abdelwaheb,Rajala,9999-01-01,1996-04-07,1997-08-30,Engineer,2021-06-09,9194
429028,Ibibia,Seiwald,9999-01-01,1996-06-17,2001-01-29,Staff,2021-06-09,9123
429029,Doowon,Vuskovic,9999-01-01,1996-12-15,1996-12-15,Engineer,2021-06-09,8942
429041,Uta,Basart,9999-01-01,1996-05-17,1996-05-17,Staff,2021-06-09,9154
429054,Shahaf,Malinowski,9999-01-01,1997-05-10,1997-05-10,Staff,2021-06-09,8796
429064,Kiyokazu,Macedo,9999-01-01,1999-01-31,1999-11-20,Senior Staff,2021-06-09,8165
429068,Nitsan,Decaestecker,9999-01-01,1996-02-15,1996-03-25,Technique Leader,2021-06-09,9246
429097,Shigenori,Genther,9999-01-01,1996-04-18,1996-04-18,Staff,2021-06-09,9183
429107,Mabo,Joslin,9999-01-01,1996-02-28,1996-02-28,Staff,2021-06-09,9233
429120,Tsuneo,Passafiume,9999-01-01,1997-12-23,1999-11-11,Senior Staff,2021-06-09,8569
429135,Snehasis,Luke,9999-01-01,1996-05-17,1996-05-17,Senior Engineer,2021-06-09,9154
429150,Holgard,Brookman,9999-01-01,1998-02-20,1998-02-20,Staff,2021-06-09,8510
429160,Barna,Heering,9999-01-01,1996-02-27,1997-05-29,Engineer,2021-06-09,9234
429172,Macha,Schaar,9999-01-01,1997-12-22,1998-08-30,Staff,2021-06-09,8570
429246,Sedat,Akazan,9999-01-01,1996-03-22,1998-05-16,Engineer,2021-06-09,9210
429280,Poorav,Azumi,9999-01-01,1997-11-23,2000-02-06,Engineer,2021-06-09,8599
429293,Nalini,Genther,9999-01-01,1998-12-24,1998-12-24,Staff,2021-06-09,8203
429308,Youngkon,Denti,9999-01-01,1998-08-11,1998-08-11,Engineer,2021-06-09,8338
429313,Yonghong,Boissier,9999-01-01,1998-03-04,1999-07-16,Senior Staff,2021-06-09,8498
429342,Jinxi,Wrigley,9999-01-01,1997-09-18,1997-09-18,Staff,2021-06-09,8665
429346,Kazuyasu,Marsiglia,9999-01-01,1997-11-10,1997-11-10,Engineer,2021-06-09,8612
429352,Heng,Ramalingam,9999-01-01,1999-03-31,2000-01-24,Staff,2021-06-09,8106
429357,Jagoda,Fraisse,9999-01-01,1999-06-15,1999-06-15,Staff,2021-06-09,8030
429376,Mohua,Zobel,9999-01-01,1998-03-01,1998-03-01,Engineer,2021-06-09,8501
429384,Jayson,Schneeberger,9999-01-01,1999-02-07,2000-02-02,Staff,2021-06-09,8158
429396,Ung,Peyn,9999-01-01,1998-12-13,1998-12-13,Engineer,2021-06-09,8214
429409,Masato,Chinal,9999-01-01,1996-04-01,1996-04-01,Senior Engineer,2021-06-09,9200
429412,Chriss,Pietrzykowski,9999-01-01,1996-11-08,1996-11-08,Engineer,2021-06-09,8979
429413,Henk,Rosch,9999-01-01,1996-08-16,2001-09-18,Staff,2021-06-09,9063
429418,Supot,Kobuchi,9999-01-01,1996-03-20,1998-03-29,Engineer,2021-06-09,9212
429424,Mong,Motley,9999-01-01,1998-02-14,1998-02-14,Engineer,2021-06-09,8516
429433,Ebru,Bennet,9999-01-01,1998-09-10,1998-09-10,Staff,2021-06-09,8308
429451,Shahid,Solares,9999-01-01,1998-05-06,1998-05-06,Staff,2021-06-09,8435
429477,Anneke,Rande,9999-01-01,1996-10-13,2000-02-16,Technique Leader,2021-06-09,9005
429501,Lalit,Showalter,9999-01-01,1999-01-09,1999-01-09,Staff,2021-06-09,8187
429516,Malu,Plessier,9999-01-01,1996-02-19,1996-02-19,Staff,2021-06-09,9242
429520,Yongqiao,Francisci,9999-01-01,1996-08-20,1999-12-01,Engineer,2021-06-09,9059
429523,Kersti,Baca,9999-01-01,1998-12-20,1998-12-20,Engineer,2021-06-09,8207
429530,Kenton,Siegrist,9999-01-01,1996-10-02,1999-05-02,Assistant Engineer,2021-06-09,9016
429537,Sukumar,Geffroy,9999-01-01,1996-06-11,1996-06-11,Senior Engineer,2021-06-09,9129
429548,Shalesh,Liesche,9999-01-01,1996-06-18,1996-06-18,Staff,2021-06-09,9122
429555,Fumiyo,Highland,9999-01-01,1997-01-15,1997-10-10,Staff,2021-06-09,8911
429557,Sakthirel,Panangaden,9999-01-01,1997-03-03,1998-04-25,Assistant Engineer,2021-06-09,8864
429566,Utz,Ranta,9999-01-01,1999-03-22,1999-03-22,Engineer,2021-06-09,8115
429570,Holgard,Anido,9999-01-01,1997-04-19,1997-07-11,Senior Staff,2021-06-09,8817
429576,Nakhoon,Marakhovsky,9999-01-01,1996-12-14,1997-08-04,Staff,2021-06-09,8943
429625,Evgueni,Hopewell,9999-01-01,1997-07-20,1997-07-20,Senior Engineer,2021-06-09,8725
429627,Zhonghui,Rassart,9999-01-01,1997-05-28,1997-05-28,Engineer,2021-06-09,8778
429631,Suebskul,Barvinok,9999-01-01,1996-03-14,1997-03-17,Senior Engineer,2021-06-09,9218
429632,Hein,Kroll,9999-01-01,1999-03-19,1999-03-19,Engineer,2021-06-09,8118
429633,Kiyokazu,Masand,9999-01-01,1996-09-23,1996-09-23,Staff,2021-06-09,9025
429645,Zhonghua,Besselaar,9999-01-01,1996-07-17,1996-07-17,Senior Engineer,2021-06-09,9093
429650,Brewster,Loncour,9999-01-01,1998-02-13,1998-02-13,Staff,2021-06-09,8517
429705,Sham,Ghazalie,9999-01-01,1998-10-25,1998-10-25,Engineer,2021-06-09,8263
429706,Xianlong,Stavenow,9999-01-01,1996-06-25,2000-10-05,Staff,2021-06-09,9115
429737,Tetsurou,Bernardeschi,9999-01-01,1996-05-04,1997-12-31,Technique Leader,2021-06-09,9167
429745,Krister,Boguraev,9999-01-01,1996-05-06,2001-12-05,Senior Staff,2021-06-09,9165
429757,Kamran,Lalonde,9999-01-01,1996-09-28,1998-11-29,Engineer,2021-06-09,9020
429775,Dmitri,Edelhoff,9999-01-01,1996-07-24,1996-07-24,Senior Staff,2021-06-09,9086
429783,Tesuro,Eldridge,9999-01-01,1996-08-27,1996-08-27,Engineer,2021-06-09,9052
429794,Xiping,Hutton,9999-01-01,1998-08-12,1998-08-12,Senior Engineer,2021-06-09,8337
429813,Owen,Rodite,9999-01-01,1997-11-13,1999-05-31,Engineer,2021-06-09,8609
429837,Toshimo,Griswold,9999-01-01,1996-12-20,1996-12-20,Engineer,2021-06-09,8937
429839,Dung,Schlumberger,9999-01-01,1996-06-17,1999-05-28,Staff,2021-06-09,9123
429874,Aron,Pezzoli,9999-01-01,1996-12-06,1997-01-20,Technique Leader,2021-06-09,8951
429882,Laurentiu,Hartvigsen,9999-01-01,1998-10-20,1998-12-14,Senior Engineer,2021-06-09,8268
429942,Chenyi,Trachtenberg,9999-01-01,1998-07-10,1998-07-10,Staff,2021-06-09,8370
429944,Ziva,Uludag,9999-01-01,1996-12-06,1999-11-06,Engineer,2021-06-09,8951
429965,Rildo,Eterovic,9999-01-01,1996-05-16,1996-05-16,Technique Leader,2021-06-09,9155
429980,Jayson,Schaad,9999-01-01,1996-12-28,1999-08-12,Engineer,2021-06-09,8929
429986,Evgueni,Cronau,9999-01-01,1997-02-07,1999-01-23,Staff,2021-06-09,8888
430014,Arvin,Ohori,9999-01-01,1996-03-12,1996-03-12,Staff,2021-06-09,9220
430027,Tomoyuki,Lanphier,9999-01-01,1998-05-16,2000-01-08,Staff,2021-06-09,8425
430036,Becky,Swick,9999-01-01,1999-07-09,1999-07-09,Staff,2021-06-09,8006
430050,Sadok,Shiratori,9999-01-01,1997-07-28,1998-01-11,Assistant Engineer,2021-06-09,8717
430065,Aloys,Jakobus,9999-01-01,1996-12-01,1997-02-13,Engineer,2021-06-09,8956
430097,Khaled,Thibadeau,9999-01-01,1997-12-18,1998-05-24,Staff,2021-06-09,8574
430121,Ranan,Underwood,9999-01-01,1996-08-02,1997-08-09,Technique Leader,2021-06-09,9077
430123,Haldun,Zaumen,9999-01-01,1996-06-30,1999-03-24,Staff,2021-06-09,9110
430129,Hugo,Suessmith,9999-01-01,1996-11-15,1997-11-14,Senior Staff,2021-06-09,8972
430165,Genki,Busillo,9999-01-01,1996-07-15,1996-07-15,Staff,2021-06-09,9095
430188,Gou,Couchot,9999-01-01,1996-07-10,1999-06-21,Engineer,2021-06-09,9100
430221,Tianruo,Vadhan,9999-01-01,1997-05-27,1997-05-27,Engineer,2021-06-09,8779
430234,Toshimo,Gomatam,9999-01-01,1998-05-03,1998-05-03,Engineer,2021-06-09,8438
430246,Billie,Halevi,9999-01-01,1997-01-12,1997-01-12,Senior Engineer,2021-06-09,8914
430252,Danae,Walstra,9999-01-01,1997-07-28,1997-07-28,Technique Leader,2021-06-09,8717
430255,Sadun,Radhakrishnan,9999-01-01,1996-08-14,1996-08-14,Engineer,2021-06-09,9065
430270,Zhenhua,Sommen,9999-01-01,1998-08-17,1998-08-17,Assistant Engineer,2021-06-09,8332
430274,Yuuichi,Halevi,9999-01-01,1996-04-16,1996-08-29,Senior Staff,2021-06-09,9185
430297,Val,Trogemann,9999-01-01,1996-06-28,1996-06-28,Engineer,2021-06-09,9112
430314,Uma,Grabner,9999-01-01,1996-01-26,1997-03-13,Senior Engineer,2021-06-09,9266
430323,Isamu,Valette,9999-01-01,1996-01-20,1997-08-03,Assistant Engineer,2021-06-09,9272
430351,Owen,Cronan,9999-01-01,1999-02-20,1999-07-11,Staff,2021-06-09,8145
430365,Marko,Pramanik,9999-01-01,1997-01-20,1997-01-20,Senior Staff,2021-06-09,8906
430371,Hiroyasu,Laurillard,9999-01-01,1996-04-02,1999-04-28,Staff,2021-06-09,9199
430375,Oldrich,Morrey,9999-01-01,1997-05-05,1997-05-05,Engineer,2021-06-09,8801
430383,Hilary,Schueller,9999-01-01,1996-09-05,1996-09-05,Staff,2021-06-09,9043
430433,Goncalo,Rando,9999-01-01,1996-07-16,1996-07-16,Engineer,2021-06-09,9094
430470,Lene,Piveteau,9999-01-01,1996-12-02,1996-12-02,Engineer,2021-06-09,8955
430471,Naraig,Narlikar,9999-01-01,1996-01-09,1996-04-10,Engineer,2021-06-09,9283
430548,Rance,Rosin,9999-01-01,1996-11-25,1996-11-25,Engineer,2021-06-09,8962
430559,Reinhard,Munck,9999-01-01,1997-12-22,1998-04-16,Engineer,2021-06-09,8570
430569,Shuji,Akiyama,9999-01-01,1999-06-09,1999-06-13,Technique Leader,2021-06-09,8036
430571,Mandell,Leslie,9999-01-01,1996-07-19,1996-07-19,Staff,2021-06-09,9091
430573,Youpyo,Oaver,9999-01-01,1996-06-19,1996-06-19,Staff,2021-06-09,9121
430574,Hauke,Shackel,9999-01-01,1996-03-01,1996-03-01,Staff,2021-06-09,9231
430584,Adhemar,Servi,9999-01-01,1996-01-05,1996-01-05,Engineer,2021-06-09,9287
430589,Claudi,Linares,9999-01-01,1996-03-24,1997-02-12,Staff,2021-06-09,9208
430602,Toshiki,Melton,9999-01-01,1996-11-21,1999-03-10,Engineer,2021-06-09,8966
430605,Krassimir,Back,9999-01-01,1996-11-28,1996-11-28,Senior Staff,2021-06-09,8959
430634,Jouni,Giaccio,9999-01-01,1996-05-09,1996-05-09,Senior Engineer,2021-06-09,9162
430635,Khaled,Koblick,9999-01-01,1998-08-04,1998-08-04,Staff,2021-06-09,8345
430641,Dulce,Papadias,9999-01-01,1996-01-26,1998-10-29,Engineer,2021-06-09,9266
430659,JoAnne,Yavatkar,9999-01-01,1996-01-29,1996-10-05,Staff,2021-06-09,9263
430667,Larisa,Jervis,9999-01-01,1998-03-01,1998-03-01,Senior Staff,2021-06-09,8501
430686,Udo,Taubman,9999-01-01,1998-02-26,1999-08-04,Engineer,2021-06-09,8504
430695,Premal,Harbusch,9999-01-01,1996-05-14,1996-05-14,Staff,2021-06-09,9157
430706,Dines,Jansen,9999-01-01,1996-10-10,1996-10-10,Engineer,2021-06-09,9008
430729,Thanasis,Vesel,9999-01-01,1996-10-05,1998-01-09,Engineer,2021-06-09,9013
430735,Atilio,Sadowsky,9999-01-01,1996-01-31,1998-04-19,Senior Staff,2021-06-09,9261
430764,Zengping,Ginneken,9999-01-01,1996-06-26,1999-04-14,Engineer,2021-06-09,9114
430767,Gao,Uhrik,9999-01-01,1997-04-20,1997-09-12,Senior Engineer,2021-06-09,8816
430771,Syozo,Vernadat,9999-01-01,1996-01-08,1996-01-08,Engineer,2021-06-09,9284
430773,Sadegh,Uchoa,9999-01-01,1996-12-16,1998-01-13,Engineer,2021-06-09,8941
430783,Yannis,Baek,9999-01-01,1996-10-26,1996-10-26,Senior Staff,2021-06-09,8992
430798,Tadahiro,Bauknecht,9999-01-01,1998-06-04,1999-07-30,Senior Staff,2021-06-09,8406
430811,Georg,Callaway,9999-01-01,1997-12-24,1997-12-24,Staff,2021-06-09,8568
430816,Urs,Siegrist,9999-01-01,1996-12-23,1996-12-23,Engineer,2021-06-09,8934
430827,Saniya,Muntz,9999-01-01,1996-12-25,1996-12-25,Engineer,2021-06-09,8932
430850,Mohamadou,Siegrist,9999-01-01,1996-04-04,1996-04-04,Staff,2021-06-09,9197
430855,Kristin,Bisiani,9999-01-01,1996-04-08,1996-04-08,Senior Engineer,2021-06-09,9193
430870,Zhenhua,Murthy,9999-01-01,1998-12-14,1999-09-19,Senior Engineer,2021-06-09,8213
430888,Kwangsub,Kabayashi,9999-01-01,1997-07-26,1997-07-26,Engineer,2021-06-09,8719
430930,Ugo,Heuter,9999-01-01,1997-01-14,1997-01-14,Engineer,2021-06-09,8912
430937,Honesty,Broomell,9999-01-01,1996-01-07,1996-01-07,Engineer,2021-06-09,9285
430975,Alassane,Nilsson,9999-01-01,1997-04-26,1998-05-10,Engineer,2021-06-09,8810
431000,Marie,Nitsch,9999-01-01,1996-06-27,1997-12-08,Staff,2021-06-09,9113
431017,Ingmar,Ramamoorthy,9999-01-01,1996-07-07,1999-12-20,Staff,2021-06-09,9103
431026,Guiseppe,Jakobus,9999-01-01,1996-01-11,1996-01-11,Staff,2021-06-09,9281
431049,Gila,Fontan,9999-01-01,1996-05-08,1996-05-08,Staff,2021-06-09,9163
431053,Mabo,Bottner,9999-01-01,1996-03-06,1998-08-30,Engineer,2021-06-09,9226
431057,Guiseppe,Denna,9999-01-01,1996-03-08,1996-03-08,Engineer,2021-06-09,9224
431066,Weijing,Radwan,9999-01-01,1999-04-05,1999-06-21,Engineer,2021-06-09,8101
431079,Divier,Erez,9999-01-01,1998-03-03,1999-12-22,Engineer,2021-06-09,8499
431116,Jaewon,Braunschweig,9999-01-01,1999-01-31,1999-07-22,Technique Leader,2021-06-09,8165
431117,Jianhui,Clemencon,9999-01-01,1998-01-14,1998-01-14,Staff,2021-06-09,8547
431127,Jinpo,Zaccaria,9999-01-01,1996-12-14,1996-12-14,Engineer,2021-06-09,8943
431131,Hein,Validov,9999-01-01,1999-02-13,1999-03-31,Technique Leader,2021-06-09,8152
431135,Marsja,Zuberek,9999-01-01,1999-11-30,1999-11-30,Staff,2021-06-09,7862
431136,JoAnna,Penttonen,9999-01-01,1996-05-11,1996-05-11,Senior Staff,2021-06-09,9160
431165,Herb,Poupard,9999-01-01,1997-12-19,1999-06-21,Assistant Engineer,2021-06-09,8573
431202,Moriyoshi,Brattka,9999-01-01,1996-11-28,1997-05-12,Staff,2021-06-09,8959
431215,Josyula,Navazio,9999-01-01,1997-06-20,1997-06-20,Staff,2021-06-09,8755
431218,Vishu,Bernardeschi,9999-01-01,1997-07-13,1998-10-20,Staff,2021-06-09,8732
431260,Xuejun,Demke,9999-01-01,1996-08-03,2002-03-02,Senior Engineer,2021-06-09,9076
431264,Arco,Jonsson,9999-01-01,1996-01-12,1996-01-12,Staff,2021-06-09,9280
431271,Lakshmi,Gurbaxani,9999-01-01,1996-06-16,1996-06-16,Senior Engineer,2021-06-09,9124
431285,Goo,Antonakopoulos,9999-01-01,1997-02-02,1997-02-02,Engineer,2021-06-09,8893
431291,Hideyuki,Hammerschmidt,9999-01-01,1996-08-18,1996-08-18,Senior Staff,2021-06-09,9061
431296,Udo,Radivojevic,9999-01-01,1998-05-05,1998-05-05,Engineer,2021-06-09,8436
431328,Chaoyi,Orlowska,9999-01-01,1996-11-04,1996-11-04,Senior Engineer,2021-06-09,8983
431352,Masato,Piazza,9999-01-01,1997-06-06,1997-06-06,Staff,2021-06-09,8769
431354,Minghong,Schicker,9999-01-01,1997-12-08,1997-12-09,Engineer,2021-06-09,8584
431368,Izaskun,Reinhard,9999-01-01,1996-07-12,2002-07-26,Senior Engineer,2021-06-09,9098
431406,Goo,Stille,9999-01-01,1996-12-12,1996-12-12,Staff,2021-06-09,8945
431415,Ebbe,Pfau,9999-01-01,1997-06-20,1999-04-11,Staff,2021-06-09,8755
431418,Heeju,Thebaut,9999-01-01,1998-08-24,2002-05-09,Engineer,2021-06-09,8325
431460,Roddy,Mitina,9999-01-01,1996-01-04,1996-08-17,Senior Staff,2021-06-09,9288
431462,Yishay,Prochazka,9999-01-01,1999-11-18,2000-01-15,Engineer,2021-06-09,7874
431489,Bluma,Speckmann,9999-01-01,1996-06-06,1996-06-06,Senior Engineer,2021-06-09,9134
431490,Sangeeta,Sanella,9999-01-01,1999-03-30,1999-06-05,Staff,2021-06-09,8107
431549,Elzbieta,Pluym,9999-01-01,1997-10-01,1997-10-01,Engineer,2021-06-09,8652
431575,Yannis,Covnot,9999-01-01,1998-12-28,1999-06-07,Engineer,2021-06-09,8199
431592,Leen,Vingron,9999-01-01,1997-12-06,1997-12-06,Assistant Engineer,2021-06-09,8586
431619,Mario,Socorro,9999-01-01,1999-02-08,1999-02-08,Engineer,2021-06-09,8157
431625,Kazuhisa,Iivonen,9999-01-01,1998-12-17,2001-07-09,Engineer,2021-06-09,8210
431646,Visit,Rissanen,9999-01-01,1997-03-22,1997-06-21,Staff,2021-06-09,8845
431658,Kaijung,Cyre,9999-01-01,1997-05-04,1999-04-30,Engineer,2021-06-09,8802
431672,Lalit,Eiter,9999-01-01,1996-01-25,1999-06-27,Engineer,2021-06-09,9267
431688,Arco,Fontan,9999-01-01,1996-08-11,1996-08-11,Senior Engineer,2021-06-09,9068
431709,Atreye,Paludetto,9999-01-01,1997-08-11,1997-08-11,Engineer,2021-06-09,8703
431740,Oscal,Varman,9999-01-01,1996-02-03,1998-08-22,Engineer,2021-06-09,9258
431762,Hongzue,Kaiserswerth,9999-01-01,1998-03-16,1998-07-24,Senior Staff,2021-06-09,8486
431799,Boguslaw,Pouyioutas,9999-01-01,1997-11-06,2002-03-20,Staff,2021-06-09,8616
431804,Hauke,Olivero,9999-01-01,1996-03-31,1996-07-22,Staff,2021-06-09,9201
431928,Gill,Maraist,9999-01-01,1996-04-25,1999-11-25,Staff,2021-06-09,9176
431932,Tokuyasu,Vickson,9999-01-01,1997-09-25,1997-09-25,Senior Staff,2021-06-09,8658
431937,Sanjiv,Michaeli,9999-01-01,1998-01-18,1998-03-24,Senior Staff,2021-06-09,8543
431944,Serenella,Oskamp,9999-01-01,1996-02-11,1998-02-20,Staff,2021-06-09,9250
431945,Yishay,Stifter,9999-01-01,1996-03-31,1997-04-26,Staff,2021-06-09,9201
431961,Georgy,Ferriere,9999-01-01,1996-01-16,1996-01-16,Engineer,2021-06-09,9276
431966,Byong,Fandrianto,9999-01-01,1997-11-11,1999-08-30,Senior Engineer,2021-06-09,8611
431974,Aral,Kusakari,9999-01-01,1997-04-02,1997-04-02,Technique Leader,2021-06-09,8834
431994,Apostol,Cangellaris,9999-01-01,1996-05-22,1996-05-22,Senior Engineer,2021-06-09,9149
432047,Soenke,Redmiles,9999-01-01,1996-04-30,1998-04-22,Staff,2021-06-09,9171
432057,Henk,Hellwagner,9999-01-01,1998-05-31,1998-05-31,Staff,2021-06-09,8410
432058,Mayumi,Slobodova,9999-01-01,1998-12-24,1999-05-08,Staff,2021-06-09,8203
432063,Prasadram,Eiter,9999-01-01,1997-04-26,1998-02-17,Staff,2021-06-09,8810
432065,Gio,Perfilyeva,9999-01-01,1996-02-01,1998-10-02,Senior Engineer,2021-06-09,9260
432073,Leif,Vendrig,9999-01-01,1997-07-02,1997-07-02,Staff,2021-06-09,8743
432104,Mohamadou,Aumann,9999-01-01,1996-12-14,1997-07-12,Staff,2021-06-09,8943
432151,Zongyan,Kitai,9999-01-01,1996-07-01,1998-10-28,Senior Staff,2021-06-09,9109
432163,Chanjung,Highland,9999-01-01,1997-06-22,1997-06-22,Engineer,2021-06-09,8753
432185,Aluzio,Narwekar,9999-01-01,1996-05-06,2001-04-20,Senior Engineer,2021-06-09,9165
432205,Manton,Murthy,9999-01-01,1999-04-06,2000-01-22,Engineer,2021-06-09,8100
432219,Yuping,Pluym,9999-01-01,1999-10-26,1999-10-26,Senior Engineer,2021-06-09,7897
432251,Tsutomu,Valette,9999-01-01,1996-10-08,1996-10-08,Engineer,2021-06-09,9010
432255,Fumiyo,Angelopoulos,9999-01-01,1997-04-24,1997-04-24,Senior Engineer,2021-06-09,8812
432259,Hongzhu,Pehl,9999-01-01,1996-09-22,1998-03-28,Staff,2021-06-09,9026
